Time, ProductionCenter, WorkersCount, BufferCount
138.0, Производственный  центр №4, 0, 62
138.0, Производственный  центр №5, 0, 0
139.0, Производственный  центр №1, 2, 372
139.0, Производственный  центр №2, 1, 23
139.0, Производственный  центр №3, 0, 39
139.0, Производственный  центр №4, 0, 63
139.0, Производственный  центр №5, 0, 0
140.0, Производственный  центр №1, 2, 372
140.0, Производственный  центр №2, 1, 23
140.0, Производственный  центр №3, 0, 39
140.0, Производственный  центр №4, 0, 63
140.0, Производственный  центр №5, 0, 0
141.0, Производственный  центр №1, 2, 370
141.0, Производственный  центр №2, 1, 24
141.0, Производственный  центр №3, 0, 39
141.0, Производственный  центр №4, 0, 64
141.0, Производственный  центр №5, 0, 0
142.0, Производственный  центр №1, 2, 370
142.0, Производственный  центр №2, 1, 24
142.0, Производственный  центр №3, 0, 39
